Name;Name mit Ort;Nummer;Globale ID;GKZ;Gemeinde;Teilort;Landkreis;Relationscode;Tarifzonen;Verkehrsmittel;Linien (EFA);Linien (DIVA);Anzahl Linien;Betriebszweige;X-Koordinate;Y-Koordinate;
"Rathaus";"Denkendorf Rathaus";"5008";"de:08116:5008";08116015;"Denkendorf";"Denkendorf";"ES";"140";"30,40,2,3";"Bus;Nachtbus";"119,121,N19";"31119_,31121_,34019_";3;"31,34";9,3178074;48,6939194;
"Neuhäuser Straße";"Denkendorf Neuhäuser Str.";"5009";"de:08116:5009";08116015;"Denkendorf";"Denkendorf";"ES";"140";"30,40,2,3";"Bus;Nachtbus";"119,121,N19,X10";"31119_,31121_,34019_,35X10_";4;"31,34,35";9,3238990;48,6927694;
"Vogelsangstraße";"Denkendorf Vogelsangstraße";"5010";"de:08116:5010";08116015;"Denkendorf";"Denkendorf";"ES";"140";"30,40,2,3";"Bus";"119,121";"31119_,31121_";2;"31";9,3218190;48,6946187;
"Sonnenhalde";"Scharnh. Sonnenhalde";"5011";"de:08116:5011";08116080;"Ostfildern";"Scharnhausen";"ES";"030";"30,2";"Bus;Nachtbus";"120,122,N22";"31120_,31122_,34022_";3;"31,34";9,2716807;48,7095318;
"Lenzhalde";"Scharnhausen Lenzhalde";"5012";"de:08116:5012";08116080;"Ostfildern";"Scharnhausen";"ES";"030";"30,2";"Bus;Nachtbus";"120,122,N22";"31120_,31122_,34022_";3;"31,34";9,2682387;48,7087305;
"Rothweg";"Denkendorf Rothweg";"5013";"de:08116:5013";08116015;"Denkendorf";"Denkendorf";"ES";"140";"30,40,2,3";"Bus";"121";"31121_";1;"31";9,3293329;48,6949481;
"Forschung";"Denkendorf Forschung";"5014";"de:08116:5014";08116015;"Denkendorf";"Denkendorf";"ES";"140";"30,40,2,3";"Bus";"121";"31121_";1;"31";9,3447687;48,7015843;
"Körschtal";"Deizisau Körschtal";"5016";"de:08116:5016";08116014;"Deizisau";"Deizisau";"ES";"441";"31,41,2,3";"Bus;Nachtbus";"104,121,N13";"31104_,31121_,34013_";3;"31,34";9,3602537;48,7145400;
"Altes Rathaus";"Kemnat Altes Rathaus";"5017";"de:08116:5017";08116080;"Ostfildern";"Kemnat";"ES";"030";"30,2";"Bus;Nachtbus";"130,131,N22";"31130_,31131_,34022_";3;"31,34";9,2328294;48,7174495;
"Rosenstraße";"Kemnat Rosenstraße";"5018";"de:08116:5018";08116080;"Ostfildern";"Kemnat";"ES";"030";"30,2";"Bus;Nachtbus";"130,131,N22";"31130_,31131_,34022_";3;"31,34";9,2308396;48,7191620;
"Reutlinger Straße";"Kemnat Reutlinger Str.";"5019";"de:08116:5019";08116080;"Ostfildern";"Kemnat";"ES";"030";"30,2";"Bus;Nachtbus";"130,131,N22";"31130_,31131_,34022_";3;"31,34";9,2354872;48,7161941;
"Zeppelinstraße";"Kemnat Zeppelinstraße";"5020";"de:08116:5020";08116080;"Ostfildern";"Kemnat";"ES";"030";"30,2";"Bus;Nachtbus";"130,131,N22";"31130_,31131_,34022_";3;"31,34";9,2315914;48,7230633;
"Schulzentrum";"Nellingen Schulzentrum";"5021";"de:08116:5021";08116080;"Ostfildern";"Nellingen";"ES";"030";"30,2";"Bus";"120";"31120_";1;"31";9,2942302;48,7154832;
"Horbstraße";"Ruit Horbstraße";"5022";"de:08116:5022";08116080;"Ostfildern";"Ruit";"ES";"030";"30,2";"Bus";"130";"31130_";1;"31";9,2461072;48,7314500;
"Hindenburgstraße";"Denkendorf Hindenburgstr.";"5023";"de:08116:5023";08116015;"Denkendorf";"Denkendorf";"ES";"140";"30,40,2,3";"Bus";"119,121";"31119_,31121_";2;"31";9,3203683;48,6971856;
"Oberer Eisbergweg";"Zollberg Ob. Eisbergweg";"5024";"de:08116:5024";08116019;"Esslingen am Neckar";"Zollberg";"ES";"031";"31,2";"Bus;Nachtbus";"113,118,119,120,N19";"31113_,31118_,31119_,31120_,34019_";5;"31,34";9,3023597;48,7318374;
"Oberndorf Brunnenplatz";"Rudersb. Obernd. Brunnenplatz";"5025";"de:08119:5025";08119061;"Rudersberg";"Rudersberg";"WN";"172";"62,72,5";"Bus;SEV-Bus";"RB61E,228,230,330";"31061e,31228_,31230_,31330_";4;"31";9,5421781;48,8918848;
"Abzweig Greuthof";"Vorderst. Abzw. Greuthof";"5026";"de:08119:5026";08119001;"Alfdorf";"Vordersteinenberg";"WN";"072";"72,5";"Bus";"269";"31269_";1;"31";9,7263321;48,8720411;
"Voggenhof Abzweig";"Althütte Voggenhof Abzw.";"5027";"de:08119:5027";08119004;"Althütte";"Althütte";"WN";"573";"72,73,5";"Bus";"228,382";"31228_,31382_";2;"31";9,5908261;48,9234870;
"Ebni";"Kaisersbach Ebni";"5028";"de:08119:5028";08119037;"Kaisersbach";"Kaisersbach";"WN";"473";"72,73,5";"Bus";"228,382";"31228_,31382_";2;"31";9,5979497;48,9223892;
"Ebnisee";"Kaisersbach Ebnisee";"5029";"de:08119:5029";08119037;"Kaisersbach";"Kaisersbach";"WN";"473";"72,73,5";"Bus";"228,375,382";"31228_,31375_,31382_";3;"31";9,6103305;48,9193928;
"Lindenplatz";"Unterweissach Lindenplatz";"5030";"de:08119:5030";08119083;"Weissach im Tal";"Unterweissach";"WN";"163";"53,63,4,5";"Bus";"365,381,382,383,384";"31365_,31381_,31382_,31383_,31384_";5;"31";9,4777450;48,9292449;
"Rathaus";"Heiningen Rathaus";"5031";"de:08119:5031";08119008;"Backnang";"Heiningen (Backnang)";"WN";"153";"43,53,3,4";"Bus";"361,369,N36";"31361_,31369_,34036_";3;"31,34";9,4430000;48,9200949;
"Ortsmitte";"Allmersb.i.T. Ortsmitte";"5032";"de:08119:5032";08119003;"Allmersbach im Tal";"Allmersbach im Tal";"WN";"053";"53,4";"Bus";"383,393";"31383_,31393_";2;"31";9,4679271;48,9067778;
"Königsbronnhof";"Rudersb. Königsbronnhof";"5033";"de:08119:5033";08119061;"Rudersberg";"Rudersberg";"WN";"172";"62,72,5";"Bus";"393";"31393_";1;"31";9,4983145;48,8966869;
"Seelach";"Rudersberg Seelach";"5034";"de:08119:5034";08119061;"Rudersberg";"Rudersberg";"WN";"172";"62,72,5";"Bus";"393";"31393_";1;"31";9,5103689;48,8884692;
"Backnanger Straße";"Rudersberg Backnanger Str.";"5035";"de:08119:5035";08119061;"Rudersberg";"Rudersberg";"WN";"172";"62,72,5";"Bus";"393";"31393_";1;"31";9,5275767;48,8857839;
"Rudersberg";"Rudersberg";"5036";"de:08119:5036";08119061;"Rudersberg";"Rudersberg";"WN";"172";"62,72,5";"Bus;R-Bahn;SEV-Bus";"RB61,RB61E,228,230,330";"12061_,31061e,31228_,31230_,31330_";5;"12,31";9,5306866;48,8820199;
"Schule";"Allmersbach i. T. Schule";"5037";"de:08119:5037";08119003;"Allmersbach im Tal";"Allmersbach im Tal";"WN";"053";"53,4";"Bus";"383";"31383_";1;"31";9,4750488;48,9068835;
"Rathaus";"Heutensbach Rathaus";"5038";"de:08119:5038";08119003;"Allmersbach im Tal";"Heutensbach";"WN";"053";"53,4";"Bus";"383";"31383_";1;"31";9,4846523;48,9083092;
"Heutensbacher Straße";"Cottenweiler Heutensb. Str.";"5039";"de:08119:5039";08119083;"Weissach im Tal";"Cottenweiler";"WN";"163";"53,63,4,5";"Bus";"383";"31383_";1;"31";9,4841432;48,9177262;
"Lautern";"Sulzbach (M) Lautern";"5042";"de:08119:5042";08119075;"Sulzbach an der Murr";"Sulzbach (M)";"WN";"474";"63,64,73,74,5";"Bus;Ruftaxi";"385,386,RT386";"31385_,31386_,50386_";3;"31,50";9,4863290;49,0077821;
"Schule";"Spiegelberg Schule";"5044";"de:08119:5044";08119069;"Spiegelberg";"Spiegelberg";"WN";"074";"74,5";"Bus";"385,386";"31385_,31386_";2;"31";9,4502187;49,0368022;
"Großhöchberg";"Spiegelb. Großhöchberg";"5045";"de:08119:5045";08119069;"Spiegelberg";"Spiegelberg";"WN";"074";"74,5";"Bus;Ruftaxi";"385,386,RT386";"31385_,31386_,50386_";3;"31,50";9,4696642;49,0495742;
"Jux";"Jux";"5046";"de:08119:5046";08119069;"Spiegelberg";"Jux";"WN";"074";"74,5";"Bus;Ruftaxi";"385,386,RT386";"31385_,31386_,50386_";3;"31,50";9,4384558;49,0304722;
"Hüttlen";"Spiegelberg Hüttlen";"5047";"de:08119:5047";08119069;"Spiegelberg";"Spiegelberg";"WN";"074";"74,5";"Bus";"385,386";"31385_,31386_";2;"31";9,4358686;49,0364258;
"Nassach";"Nassach";"5048";"de:08119:5048";08119069;"Spiegelberg";"Nassach (Spiegelberg)";"WN";"074";"74,5";"Bus;Ruftaxi";"385,386,RT386";"31385_,31386_,50386_";3;"31,50";9,4093120;49,0301478;
"Kurzach";"Nassach Kurzach";"5049";"de:08119:5049";08119069;"Spiegelberg";"Nassach (Spiegelberg)";"WN";"074";"74,5";"Bus;Ruftaxi";"386,RT386";"31386_,50386_";2;"31,50";9,3923579;49,0270056;
"Mittlere Brücke";"Schorndorf Mittlere Brücke";"5050";"de:08119:5050";08119067;"Schorndorf";"Schorndorf";"WN";"052";"52,4";"Bus";"234,242A,244,244A";"31234_,31242a,31244_,31244a";4;"31";9,5277660;48,8144111;
"Haubersbronn";"Haubersbronn";"5051";"de:08119:5051";08119067;"Schorndorf";"Haubersbronn";"WN";"662";"52,62,4,5";"R-Bahn";"RB61";"12061_";1;"12";9,5500541;48,8242344;
"Steinbruck";"Welzheim Steinbruck";"5053";"de:08119:5053";08119084;"Welzheim";"Welzheim";"WN";"572";"72,5";"Bus";"263";"31263_";1;"31";9,5790385;48,8564377;
"Eselshalden";"Welzheim Eselshalden";"5054";"de:08119:5054";08119084;"Welzheim";"Welzheim";"WN";"572";"72,5";"Bus";"263";"31263_";1;"31";9,5910655;48,8559270;
"Bausche";"Welzheim Bausche";"5055";"de:08119:5055";08119084;"Welzheim";"Welzheim";"WN";"572";"72,5";"Bus";"263";"31263_";1;"31";9,6019158;48,8584426;
"Breitenfürst Schulhaus";"Breitenfürst Schulhaus";"5056";"de:08119:5056";08119084;"Welzheim";"Welzheim";"WN";"572";"72,5";"Bus";"263";"31263_";1;"31";9,6217886;48,8565026;
"Hinterbüchelberg";"Murrhardt Hinterbüchelberg";"5057";"de:08119:5057";08119044;"Murrhardt";"Murrhardt";"WN";"073";"73,5";"Bus;Ruftaxi";"374,RT39";"31374_,51039_";2;"31,51";9,6269759;48,9965911;
"Bethel";"Welzheim Bethel";"5058";"de:08119:5058";08119084;"Welzheim";"Welzheim";"WN";"572";"72,5";"Bus";"263,266A";"31263_,31266a";2;"31";9,6311218;48,8693648;
"Karnsberg";"Murrhardt Karnsberg";"5059";"de:08119:5059";08119044;"Murrhardt";"Murrhardt";"WN";"073";"73,5";"Bus;Ruftaxi";"374,RT39";"31374_,51039_";2;"31,51";9,6120744;48,9894235;
"Busbahnhof";"Welzheim Busbahnhof";"5060";"de:08119:5060";08119084;"Welzheim";"Welzheim";"WN";"572";"72,5";"Bus";"257,263,264,266,266A,330,375";"31257_,31263_,31264_,31266_,31266a,31330_,31375_";7;"31";9,6307039;48,8740700;
"Kirchplatz";"Welzheim Kirchplatz";"5061";"de:08119:5061";08119084;"Welzheim";"Welzheim";"WN";"572";"72,5";"Bus";"257,263,266,330,375";"31257_,31263_,31266_,31330_,31375_";5;"31";9,6349275;48,8749551;
"Steinberg";"Murrhardt Steinberg";"5062";"de:08119:5062";08119044;"Murrhardt";"Murrhardt";"WN";"073";"73,5";"Bus;Ruftaxi";"377,RT37";"31377_,51037_";2;"31,51";9,5845311;49,0118219;
"Gottlob-Bauknecht-Platz";"Welzh. Gottl.-Bauknecht-Platz";"5063";"de:08119:5063";08119084;"Welzheim";"Welzheim";"WN";"572";"72,5";"Bus";"264,375";"31264_,31375_";2;"31";9,6347698;48,8775727;
"Schafhof";"Welzheim Schafhof";"5064";"de:08119:5064";08119084;"Welzheim";"Welzheim";"WN";"572";"72,5";"Bus";"263";"31263_";1;"31";9,6449509;48,8868861;
"Aichstrut";"Welzheim Aichstrut";"5065";"de:08119:5065";08119084;"Welzheim";"Welzheim";"WN";"572";"72,5";"Bus";"263";"31263_";1;"31";9,6509060;48,8991900;
"Gmeinweiler";"Kaisersbach Gmeinweiler";"5066";"de:08119:5066";08119037;"Kaisersbach";"Kaisersbach";"WN";"473";"72,73,5";"Bus";"263";"31263_";1;"31";9,6511026;48,9027768;
"Gebenweiler";"Kaisersbach Gebenweiler";"5067";"de:08119:5067";08119037;"Kaisersbach";"Kaisersbach";"WN";"473";"72,73,5";"Bus";"263";"31263_";1;"31";9,6505268;48,9099019;
"Grairich";"Kaisersbach Grairich";"5068";"de:08119:5068";08119037;"Kaisersbach";"Kaisersbach";"WN";"473";"72,73,5";"Bus";"263";"31263_";1;"31";9,6449158;48,9201666;
"Kreuzstraße";"Kaisersbach Kreuzstraße";"5071";"de:08119:5071";08119037;"Kaisersbach";"Kaisersbach";"WN";"473";"72,73,5";"Bus";"264,375";"31264_,31375_";2;"31";9,6215968;48,9267512;
"Eierhof";"Welzheim Eierhof";"5072";"de:08119:5072";08119084;"Welzheim";"Welzheim";"WN";"572";"72,5";"Bus";"264,375";"31264_,31375_";2;"31";9,6307115;48,8887544;
"Seiboldsweiler";"Welzheim Seiboldsweiler";"5073";"de:08119:5073";08119084;"Welzheim";"Welzheim";"WN";"572";"72,5";"Bus";"264,375";"31264_,31375_";2;"31";9,6270343;48,8978387;
"Eckartsweiler";"Welzheim Eckartsweiler";"5074";"de:08119:5074";08119084;"Welzheim";"Welzheim";"WN";"572";"72,5";"Bus";"264,375";"31264_,31375_";2;"31";9,6249372;48,9046572;
"Gausmannsweiler";"Welzh. Gausmannsweiler";"5075";"de:08119:5075";08119084;"Welzheim";"Welzheim";"WN";"572";"72,5";"Bus";"264,375";"31264_,31375_";2;"31";9,6217874;48,9135406;
"Hauptstraße";"Kaisersbach Hauptstraße";"5076";"de:08119:5076";08119037;"Kaisersbach";"Kaisersbach";"WN";"473";"72,73,5";"Bus";"228,263,264,375";"31228_,31263_,31264_,31375_";4;"31";9,6389278;48,9310176;
"Bruch";"Kaisersbach Bruch";"5077";"de:08119:5077";08119037;"Kaisersbach";"Kaisersbach";"WN";"473";"72,73,5";"Bus";"375";"31375_";1;"31";9,6420177;48,9356944;
"Mönchhof";"Kaisersbach Mönchhof";"5078";"de:08119:5078";08119037;"Kaisersbach";"Kaisersbach";"WN";"473";"72,73,5";"Bus";"375";"31375_";1;"31";9,6639729;48,9383216;
"Steinberg Fritzhof";"Murrh. Steinb. Fritzhof";"5079";"de:08119:5079";08119044;"Murrhardt";"Murrhardt";"WN";"073";"73,5";"Bus;Ruftaxi";"377,RT37";"31377_,51037_";2;"31,51";9,5824792;49,0058436;
"Bohnreute";"Kirchenkirnberg Bohnreute";"5080";"de:08119:5080";08119044;"Murrhardt";"Kirchenkirnberg";"WN";"073";"73,5";"Bus";"375";"31375_";1;"31";9,6761561;48,9469641;
"Gemeindehalle";"Kirchenk. Gemeindehalle";"5081";"de:08119:5081";08119044;"Murrhardt";"Kirchenkirnberg";"WN";"073";"73,5";"Bus;Ruftaxi";"375,RT38";"31375_,51038_";2;"31,51";9,6839140;48,9502095;
"Tiefenmad";"Kirchenkirnberg Tiefenmad";"5083";"de:08119:5083";08119044;"Murrhardt";"Kirchenkirnberg";"WN";"073";"73,5";"Bus";"375";"31375_";1;"31";9,6739248;48,9525973;
"Oberneustetten";"Kirchenk. Oberneustetten";"5084";"de:08119:5084";08119044;"Murrhardt";"Kirchenkirnberg";"WN";"073";"73,5";"Bus;Ruftaxi";"375,RT38";"31375_,51038_";2;"31,51";9,6604526;48,9590957;
"Unterneustetten";"Kirchenk. Unterneustetten";"5085";"de:08119:5085";08119044;"Murrhardt";"Kirchenkirnberg";"WN";"073";"73,5";"Bus;Ruftaxi";"375,RT38";"31375_,51038_";2;"31,51";9,6575772;48,9605779;
"Göckelhof Kreuzung";"Fornsb. Göckelhof Kreuzung";"5086";"de:08119:5086";08119044;"Murrhardt";"Fornsbach";"WN";"073";"73,5";"Bus";"375";"31375_";1;"31";9,6413632;48,9676742;
"Breitenfürst Lorcher Straße";"Welzh. Breit. Lorcher Str.";"5087";"de:08119:5087";08119084;"Welzheim";"Welzheim";"WN";"572";"72,5";"Bus";"266A";"31266a";1;"31";9,6257468;48,8559057;
"Neuhof";"Welzheim Neuhof";"5088";"de:08119:5088";08119084;"Welzheim";"Welzheim";"WN";"572";"72,5";"Bus";"266A";"31266a";1;"31";9,6391235;48,8501401;
"Haghof";"Pfahlbronn Haghof";"5089";"de:08119:5089";08119001;"Alfdorf";"Pfahlbronn";"WN";"072";"72,5";"Bus";"266A";"31266a";1;"31";9,6460213;48,8472150;
"Petershalde";"Pfahlbronn Petershalde";"5090";"de:08119:5090";08119001;"Alfdorf";"Pfahlbronn";"WN";"072";"72,5";"Bus";"266A";"31266a";1;"31";9,6677451;48,8425141;
"Welzheimer Straße";"Pfahlbronn Welzheimer Str.";"5091";"de:08119:5091";08119001;"Alfdorf";"Pfahlbronn";"WN";"072";"72,5";"Bus";"266A";"31266a";1;"31";9,6812533;48,8410321;
"Lorcher Straße";"Pfahlbronn Lorcher Str.";"5092";"de:08119:5092";08119001;"Alfdorf";"Pfahlbronn";"WN";"072";"72,5";"Bus";"266,266A,268";"31266_,31266a,74268_";3;"31,74";9,6828805;48,8394758;
"Abzweig Altersberg";"Kaisersbach Abzw. Altersberg";"5093";"de:08119:5093";08119037;"Kaisersbach";"Kaisersbach";"WN";"473";"72,73,5";"Bus";"375";"31375_";1;"31";9,6684555;48,9407775;
"Vordersteinenberg";"Vordersteinenberg";"5095";"de:08119:5095";08119001;"Alfdorf";"Vordersteinenberg";"WN";"072";"72,5";"Bus";"269";"31269_";1;"31";9,7287679;48,8829963;
"Kapf Mohnwiesenweg";"Vorderst. Kapf Mohnwiesenweg";"5096";"de:08119:5096";08119001;"Alfdorf";"Vordersteinenberg";"WN";"072";"72,5";"Bus";"269";"31269_";1;"31";9,7278623;48,8685244;
"Kapf Kapfhofweg";"Vorderst. Kapf Kapfhofweg";"5097";"de:08119:5097";08119001;"Alfdorf";"Vordersteinenberg";"WN";"072";"72,5";"Bus";"269";"31269_";1;"31";9,7280314;48,8660864;
"Strübelmühle";"Alfdorf Strübelmühle";"5098";"de:08119:5098";08119001;"Alfdorf";"Alfdorf";"WN";"072";"72,5";"Bus";"269";"31269_";1;"31";9,7256825;48,8601213;
"Marktplatz";"Alfdorf Marktplatz";"5099";"de:08119:5099";08119001;"Alfdorf";"Alfdorf";"WN";"072";"72,5";"Bus";"266,266A,269,268";"31266_,31266a,31269_,74268_";4;"31,74";9,7193803;48,8435610;
"Untere Bühlstraße";"Alfd. Untere Bühlstraße";"5100";"de:08119:5100";08119001;"Alfdorf";"Alfdorf";"WN";"072";"72,5";"Bus";"266,266A,268";"31266_,31266a,74268_";3;"31,74";9,7122996;48,8428676;
"Brech";"Pfahlbronn Brech";"5101";"de:08119:5101";08119001;"Alfdorf";"Pfahlbronn";"WN";"072";"72,5";"Bus";"268";"74268_";1;"74";9,6863635;48,8351658;
"Brech Kaiserlinde";"Pfahlbr. Brech Kaiserlinde";"5102";"de:08119:5102";08119001;"Alfdorf";"Pfahlbronn";"WN";"072";"72,5";"Bus";"268";"74268_";1;"74";9,6955644;48,8316845;
"Untere Schlossstraße";"Alfd. Untere Schlossstraße";"5103";"de:08119:5103";08119001;"Alfdorf";"Alfdorf";"WN";"072";"72,5";"Bus";"266,266A,268";"31266_,31266a,74268_";3;"31,74";9,7248198;48,8419173;
"Bonholz Abzweig";"Alfdorf Bonholz Abzw.";"5104";"de:08119:5104";08119001;"Alfdorf";"Alfdorf";"WN";"072";"72,5";"Bus";"266,266A,268";"31266_,31266a,74268_";3;"31,74";9,7398051;48,8418760;
"Adelstetten";"Pfahlbronn Adelstetten";"5105";"de:08119:5105";08119001;"Alfdorf";"Pfahlbronn";"WN";"072";"72,5";"Bus";"266A,268";"31266a,74268_";2;"31,74";9,7585172;48,8423388;
"Hohenbrach";"Grab Hohenbrach";"5106";"de:08119:5106";08119024;"Großerlach";"Grab";"WN";"374";"73,74,5";"Bus;Ruftaxi";"372,RT37";"31372_,51037_";2;"31,51";9,5593386;49,0362794;
"Rathaus";"Haubersbronn Rathaus";"5107";"de:08119:5107";08119067;"Schorndorf";"Haubersbronn";"WN";"662";"52,62,4,5";"Bus;SEV-Bus";"RB61E,228,263";"31061e,31228_,31263_";3;"31";9,5504487;48,8279283;
"Miedelsbacher Straße";"Haubersbr. Miedelsb. Str.";"5108";"de:08119:5108";08119067;"Schorndorf";"Haubersbronn";"WN";"662";"52,62,4,5";"Bus;SEV-Bus";"RB61E,228,263";"31061e,31228_,31263_";3;"31";9,5492593;48,8324931;
"Im Hiller";"Miedelsbach Im Hiller";"5109";"de:08119:5109";08119067;"Schorndorf";"Miedelsbach";"WN";"662";"52,62,4,5";"Bus";"228,263";"31228_,31263_";2;"31";9,5429273;48,8402116;
"Schorndorfer Straße";"Steinenberg Schorndorfer Str.";"5111";"de:08119:5111";08119061;"Rudersberg";"Steinenberg";"WN";"462";"52,62,4,5";"Bus";"228,229,330";"31228_,31229_,31330_";3;"31";9,5472969;48,8548844;
"Michelauer Straße";"Steinenberg Michelauer Str.";"5112";"de:08119:5112";08119061;"Rudersberg";"Steinenberg";"WN";"462";"52,62,4,5";"Bus";"228,229,330";"31228_,31229_,31330_";3;"31";9,5484528;48,8584038;
"Michelau Ortsmitte";"Schlechtb. Michelau Ortsmitte";"5113";"de:08119:5113";08119061;"Rudersberg";"Schlechtbach";"WN";"172";"62,72,5";"Bus;SEV-Bus";"RB61E,228,229,330";"31061e,31228_,31229_,31330_";4;"31";9,5385561;48,8606806;
"Krehwinkel";"Asperglen Krehwinkel";"5114";"de:08119:5114";08119061;"Rudersberg";"Asperglen";"WN";"172";"62,72,5";"Bus";"229,230,330";"31229_,31230_,31330_";3;"31";9,5103349;48,8596941;
"Asperglen";"Asperglen";"5115";"de:08119:5115";08119061;"Rudersberg";"Asperglen";"WN";"172";"62,72,5";"Bus";"229,230,330";"31229_,31230_,31330_";3;"31";9,5273631;48,8590149;
"Lindental";"Schlechtbach Lindental";"5117";"de:08119:5117";08119061;"Rudersberg";"Schlechtbach";"WN";"172";"62,72,5";"Bus";"230";"31230_";1;"31";9,5047472;48,8732251;
"Ortsmitte";"Schlechtbach Ortsmitte";"5118";"de:08119:5118";08119061;"Rudersberg";"Schlechtbach";"WN";"172";"62,72,5";"Bus;SEV-Bus";"RB61E,228,230,330";"31061e,31228_,31230_,31330_";4;"31";9,5289427;48,8743934;
"Marktplatz";"Rudersberg Marktplatz";"5119";"de:08119:5119";08119061;"Rudersberg";"Rudersberg";"WN";"172";"62,72,5";"Bus;SEV-Bus";"RB61E,228,230,330,393";"31061e,31228_,31230_,31330_,31393_";5;"31";9,5301455;48,8849988;
"Keltersiedlung";"Schlechtb. Keltersiedlung";"5120";"de:08119:5120";08119061;"Rudersberg";"Schlechtbach";"WN";"172";"62,72,5";"Bus";"230";"31230_";1;"31";9,5231298;48,8738625;
"Schulzentrum";"Rudersberg Schulzentrum";"5121";"de:08119:5121";08119061;"Rudersberg";"Rudersberg";"WN";"172";"62,72,5";"Bus";"230";"31230_";1;"31";9,5338777;48,8884795;
"Turnhalle";"Steinenberg Turnhalle";"5122";"de:08119:5122";08119061;"Rudersberg";"Steinenberg";"WN";"462";"52,62,4,5";"Bus";"229";"31229_";1;"31";9,5465387;48,8590874;
"Oberer Wasen";"Welzheim Oberer Wasen";"5123";"de:08119:5123";08119084;"Welzheim";"Welzheim";"WN";"572";"72,5";"Bus";"264,375";"31264_,31375_";2;"31";9,6332946;48,8816723;
"Abzweig Steinbach";"Rudersberg Abzw. Steinbach";"5124";"de:08119:5124";08119061;"Rudersberg";"Rudersberg";"WN";"172";"62,72,5";"Bus";"330";"31330_";1;"31";9,5818818;48,8959444;
"Abzweig Schmalenberg";"Rud. Abzw. Schmalenberg";"5125";"de:08119:5125";08119061;"Rudersberg";"Rudersberg";"WN";"172";"62,72,5";"Bus";"330";"31330_";1;"31";9,5959619;48,8906749;
"Laufenmühle";"Welzheim Laufenmühle";"5127";"de:08119:5127";08119084;"Welzheim";"Welzheim";"WN";"572";"72,5";"Bus";"330";"31330_";1;"31";9,6056635;48,8821356;
"Amselweg";"Welzheim Amselweg";"5128";"de:08119:5128";08119084;"Welzheim";"Welzheim";"WN";"572";"72,5";"Bus";"330";"31330_";1;"31";9,6252826;48,8776965;
"Friedhof";"Welzheim Friedhof";"5129";"de:08119:5129";08119084;"Welzheim";"Welzheim";"WN";"572";"72,5";"Bus";"330";"31330_";1;"31";9,6330170;48,8769619;
"Steinbeise";"Welzheim Steinbeise";"5130";"de:08119:5130";08119084;"Welzheim";"Welzheim";"WN";"572";"72,5";"Bus";"257,263";"31257_,31263_";2;"31";9,6396031;48,8802706;
"Schulzentrum";"Welzheim Schulzentrum";"5131";"de:08119:5131";08119084;"Welzheim";"Welzheim";"WN";"572";"72,5";"Bus";"257,263,264,266,266A,330";"31257_,31263_,31264_,31266_,31266a,31330_";6;"31";9,6379136;48,8739314;
"Breitenf. Reinhold-Maier-Platz";"Welzh. Breitenf. R.-Maier-Pl.";"5132";"de:08119:5132";08119084;"Welzheim";"Welzheim";"WN";"572";"72,5";"Bus";"263,266A";"31263_,31266a";2;"31";9,6257995;48,8579466;
"Hauptstraße";"Urbach Hauptstraße";"5134";"de:08119:5134";08119076;"Urbach";"Urbach";"WN";"162";"52,62,4,5";"Bus;SEV-Bus";"243,243A,248,249,XEV";"31243_,31243a,31248_,31249_,36013e";5;"31,36";9,5784281;48,8094018;
"Robert-Franck-Straße";"Murrh. Robert-Franck-Straße";"5136";"de:08119:5136";08119044;"Murrhardt";"Murrhardt";"WN";"073";"73,5";"Bus";"372";"31372_";1;"31";9,5816987;48,9869641;
"Murrhärle";"Murrhardt Murrhärle";"5138";"de:08119:5138";08119044;"Murrhardt";"Murrhardt";"WN";"073";"73,5";"Bus;Ruftaxi";"372,RT37";"31372_,51037_";2;"31,51";9,5665693;49,0022181;
"Kieselhof";"Murrhardt Kieselhof";"5139";"de:08119:5139";08119044;"Murrhardt";"Murrhardt";"WN";"073";"73,5";"Bus;Ruftaxi";"372,RT37";"31372_,51037_";2;"31,51";9,5633829;49,0056777;
"Hördthof";"Murrhardt Hördthof";"5140";"de:08119:5140";08119044;"Murrhardt";"Murrhardt";"WN";"073";"73,5";"Bus;Ruftaxi";"372,RT37";"31372_,51037_";2;"31,51";9,5652491;49,0159735;
"Frankenweiler";"Grab Frankenweiler";"5141";"de:08119:5141";08119024;"Großerlach";"Grab";"WN";"374";"73,74,5";"Bus;Ruftaxi";"372,RT37";"31372_,51037_";2;"31,51";9,5626872;49,0203382;
"Trauzenbach";"Grab Trauzenbach";"5142";"de:08119:5142";08119024;"Großerlach";"Grab";"WN";"374";"73,74,5";"Bus;Ruftaxi";"372,RT37";"31372_,51037_";2;"31,51";9,5704981;49,0254792;
"Grab";"Grab";"5143";"de:08119:5143";08119024;"Großerlach";"Grab";"WN";"374";"73,74,5";"Bus;Ruftaxi";"372,377,RT37";"31372_,31377_,51037_";3;"31,51";9,5790733;49,0385918;
